Student_ID,Age,Gender,Study_Hours_per_Week,Preferred_Learning_Style,Online_Courses_Completed,Participation_in_Discussions,Assignment_Completion_Rate (%),Exam_Score (%),Attendance_Rate (%),Use_of_Educational_Tech,Self_Reported_Stress_Level,Time_Spent_on_Social_Media (hours/week),Sleep_Hours_per_Night,Equiv_Grade,College,Degree_Program
S08935,28,Female,11,Auditory,10,Yes,79,89,87,No,High,14,7,4.28,Health Sciences,Nursing
S08936,26,Male,15,Auditory,13,No,81,86,56,Yes,High,27,10,3.925,Engineering,Mechanical
S08937,18,Male,32,Visual,0,No,100,83,76,Yes,Low,23,4,4.335,Health Sciences,Public Health
S08938,24,Female,14,Reading/Writing,18,Yes,54,68,92,Yes,Low,17,6,3.43,Health Sciences,Nursing
S08939,29,Female,43,Kinesthetic,6,No,69,86,80,No,Low,0,6,3.985,Business and Finance,Economics
S08940,19,Male,7,Reading/Writing,17,Yes,67,70,66,Yes,Low,15,4,3.415,Business and Finance,Business Administration
S08941,19,Female,30,Auditory,6,Yes,65,84,79,Yes,Medium,22,9,3.865,Health Sciences,Medical Technology
S08942,18,Male,20,Visual,9,No,82,97,69,No,Medium,7,4,4.345,Health Sciences,Public Health
S08943,26,Female,29,Kinesthetic,6,No,100,44,80,Yes,High,26,8,3.4,Business and Finance,Accountancy
S08944,27,Male,39,Kinesthetic,18,Yes,68,72,63,Yes,Medium,9,7,3.45,Engineering,Mechanical
S08945,24,Male,37,Auditory,6,Yes,53,75,51,Yes,High,28,6,3.18,Business and Finance,Economics
S08946,26,Female,26,Reading/Writing,1,No,75,94,84,Yes,Medium,11,6,4.315,Engineering,Mechanical
S08947,28,Male,26,Reading/Writing,17,No,69,80,74,Yes,Low,17,10,3.775,Health Sciences,Public Health
S08948,26,Male,43,Reading/Writing,5,Yes,53,93,76,Yes,Low,1,4,3.88,Engineering,Electronic
S08949,26,Female,32,Kinesthetic,9,Yes,86,62,83,Yes,High,30,9,3.67,Business and Finance,Economics
S08950,23,Female,47,Visual,8,No,58,87,97,No,Low,3,6,4.015,Engineering,Mechanical
S08951,23,Female,27,Visual,9,No,85,54,66,Yes,Low,6,7,3.285,Health Sciences,Public Health
S08952,21,Male,38,Auditory,13,No,58,78,91,Yes,Low,2,8,3.73,Engineering,Mechanical
S08953,25,Male,45,Kinesthetic,6,Yes,60,46,51,No,Medium,5,10,2.56,Engineering,Computer
S08954,25,Male,12,Visual,20,No,57,49,83,Yes,Medium,25,5,2.91,Engineering,Electrical
S08955,26,Other,15,Kinesthetic,0,Yes,72,58,61,Yes,High,2,8,3.14,Engineering,Electronic
S08956,19,Male,6,Visual,11,Yes,55,80,84,Yes,Medium,4,9,3.665,Engineering,Mechanical
S08957,24,Male,39,Visual,13,Yes,76,97,61,Yes,High,4,4,4.175,Engineering,Electronic
S08958,23,Female,29,Auditory,2,No,62,66,97,No,Medium,29,7,3.55,Health Sciences,Pharmacy
S08959,24,Male,23,Reading/Writing,0,Yes,80,55,92,Yes,Medium,15,7,3.495,Engineering,Electrical
S08960,20,Male,40,Kinesthetic,2,Yes,75,83,78,No,High,14,9,3.98,Health Sciences,Medical Technology
S08961,24,Male,13,Auditory,18,No,50,66,100,Yes,High,2,9,3.4,Health Sciences,Pharmacy
S08962,26,Male,11,Auditory,12,No,58,87,98,No,Medium,3,9,4.025,Business and Finance,Accountancy
S08963,26,Male,49,Auditory,0,Yes,79,55,100,Yes,Medium,4,8,3.56,Engineering,Electronic
S08964,22,Male,24,Visual,3,Yes,77,91,71,Yes,Low,5,6,4.14,Health Sciences,Pharmacy
S08965,22,Other,35,Kinesthetic,16,No,93,94,68,Yes,High,20,8,4.425,Business and Finance,Business Administration
S08966,,,8,,,No,100,,,,,27,,1.5,Health Sciences,Pharmacy
S08967,20,Male,18,Visual,7,Yes,68,77,99,Yes,Medium,30,4,3.935,Business and Finance,Accountancy
S08968,27,Female,41,Visual,0,No,93,48,79,Yes,Low,0,8,3.385,Health Sciences,Public Health
S08969,28,Male,31,Reading/Writing,8,No,69,96,97,Yes,Low,26,5,4.405,Engineering,Electrical
S08970,19,Female,27,Auditory,8,Yes,66,69,74,Yes,Medium,1,8,3.455,Health Sciences,Nursing
S08971,29,Female,17,Kinesthetic,20,Yes,58,85,78,No,Medium,28,6,3.775,Health Sciences,Medical Technology
S08972,25,Male,37,Reading/Writing,7,Yes,71,89,80,No,Low,15,8,4.09,Engineering,Mechanical
S08973,26,Female,10,Kinesthetic,19,No,67,60,67,Yes,Low,3,7,3.175,Health Sciences,Nursing
S08974,24,Female,17,Visual,4,No,55,44,88,Yes,Low,10,9,2.805,Health Sciences,Nursing
S08975,22,Female,5,Auditory,18,Yes,99,58,69,Yes,Medium,21,6,3.625,Business and Finance,Entrepreneurship
S08976,24,Male,13,Visual,14,No,82,63,76,Yes,Medium,6,5,3.565,Business and Finance,Entrepreneurship
S08977,25,Male,7,Visual,8,No,83,61,68,No,Low,10,5,3.45,Health Sciences,Pharmacy
S08978,24,Female,37,Reading/Writing,11,Yes,71,70,58,No,High,27,5,3.395,Engineering,Electronic
S08979,21,Male,30,Reading/Writing,17,No,82,87,84,Yes,High,18,9,4.245,Business and Finance,Economics
S08980,21,Female,45,Visual,5,No,62,79,79,No,High,10,5,3.695,Business and Finance,Business Administration
S08981,28,Male,15,Auditory,20,Yes,81,96,90,Yes,Medium,1,9,4.515,Engineering,Electrical
S08982,21,Male,28,Kinesthetic,3,No,64,71,98,Yes,Medium,16,5,3.715,Business and Finance,Economics
S08983,28,Male,33,Reading/Writing,11,Yes,59,57,56,Yes,Low,18,9,2.87,Business and Finance,Accountancy
S08984,24,Female,30,Auditory,5,Yes,74,72,51,Yes,High,17,4,3.42,Business and Finance,Entrepreneurship
S08985,23,Male,33,Kinesthetic,11,Yes,89,82,85,Yes,High,20,4,4.235,Engineering,Electronic
S08986,23,Male,19,Auditory,6,No,53,91,70,Yes,High,11,10,3.77,Health Sciences,Pharmacy
S08987,28,Female,20,Reading/Writing,9,No,69,91,61,Yes,Medium,9,6,3.92,Engineering,Electronic
S08988,27,Female,21,Auditory,8,Yes,99,49,98,Yes,Medium,6,7,3.69,Health Sciences,Pharmacy
S08989,27,Male,33,Reading/Writing,20,No,79,47,77,Yes,Medium,25,10,3.13,Business and Finance,Economics
S08990,25,Male,12,Auditory,3,Yes,56,47,72,No,Medium,29,5,2.735,Health Sciences,Nursing
S08991,28,Female,41,Auditory,16,Yes,76,68,50,No,Medium,19,5,3.34,Business and Finance,Business Administration
S08992,28,Female,14,Kinesthetic,16,Yes,77,69,82,Yes,Medium,21,8,3.7,Engineering,Computer
S08993,18,Female,41,Kinesthetic,19,No,52,72,58,Yes,Medium,26,4,3.16,Health Sciences,Medical Technology
S08994,21,Male,39,Reading/Writing,3,Yes,61,47,51,Yes,Low,28,6,2.6,Health Sciences,Nursing
S08995,20,Female,25,Reading/Writing,20,Yes,90,60,96,Yes,High,6,4,3.81,Business and Finance,Entrepreneurship
S08996,22,Female,32,Visual,3,No,100,53,89,Yes,Medium,28,5,3.715,Engineering,Electronic
S08997,28,Male,21,Visual,0,Yes,92,89,50,No,High,20,9,4.105,Business and Finance,Entrepreneurship
S08998,22,Male,35,Reading/Writing,6,Yes,79,77,51,No,Medium,22,4,3.62,Health Sciences,Nursing
S08999,19,Female,15,Reading/Writing,0,Yes,52,77,54,Yes,Low,10,10,3.245,Health Sciences,Medical Technology
S09000,18,Female,48,Reading/Writing,11,No,72,46,99,Yes,Medium,11,8,3.22,Engineering,Computer
S09001,27,Male,6,Kinesthetic,4,No,53,79,62,Yes,Medium,15,5,3.39,Business and Finance,Economics
S09002,,Female,31,,4,Yes,,,89,,,,,0.89,Health Sciences,Public Health
S09003,29,Female,49,Kinesthetic,20,No,79,89,90,Yes,Low,20,10,4.31,Business and Finance,Business Administration
S09004,28,Male,6,Reading/Writing,0,No,75,94,77,Yes,High,13,9,4.245,Business and Finance,Business Administration
S09005,23,Female,30,Visual,16,Yes,99,82,58,Yes,High,1,9,4.115,Health Sciences,Public Health
S09006,28,Male,11,Kinesthetic,10,Yes,79,77,50,No,Low,5,5,3.61,Business and Finance,Business Administration
S09007,25,Female,24,Auditory,8,No,93,95,87,Yes,Medium,20,6,4.64,Business and Finance,Accountancy
S09008,24,Female,39,Kinesthetic,20,No,99,46,71,Yes,Low,19,9,3.345,Business and Finance,Economics
S09009,27,Male,16,Auditory,0,Yes,84,99,98,Yes,Medium,26,7,4.715,Engineering,Computer
S09010,28,Male,40,Kinesthetic,1,Yes,97,72,53,Yes,Medium,25,7,3.785,Business and Finance,Entrepreneurship
S09011,24,Female,25,Kinesthetic,8,Yes,87,90,75,No,Medium,8,4,4.305,Engineering,Computer
S09012,26,Female,30,Kinesthetic,6,No,73,57,88,Yes,High,25,4,3.4,Business and Finance,Economics
S09013,18,Male,5,Visual,5,Yes,91,47,85,No,Low,11,7,3.39,Engineering,Electrical
S09014,22,Female,36,Auditory,14,Yes,97,82,60,Yes,Medium,15,10,4.105,Health Sciences,Public Health
S09015,21,Female,41,Reading/Writing,16,Yes,95,82,89,Yes,Low,3,5,4.365,Health Sciences,Nursing
S09016,19,Male,17,Kinesthetic,17,Yes,96,60,84,No,High,11,9,3.78,Business and Finance,Entrepreneurship
S09017,20,Male,34,Kinesthetic,10,Yes,53,48,98,No,Low,6,9,2.975,Health Sciences,Pharmacy
S09018,29,Female,19,Auditory,11,No,60,85,95,No,Medium,6,5,3.975,Engineering,Mechanical
S09019,23,Male,10,Reading/Writing,14,No,79,59,62,Yes,Medium,9,6,3.28,Engineering,Electrical
S09020,18,Female,30,Kinesthetic,20,No,93,100,65,Yes,Low,20,6,4.545,Health Sciences,Public Health
S09021,28,Female,46,Reading/Writing,0,Yes,59,63,83,No,Medium,27,5,3.29,Business and Finance,Economics
S09022,29,Male,22,Reading/Writing,20,Yes,88,74,64,Yes,Medium,1,6,3.81,Health Sciences,Medical Technology
S09023,20,Male,18,Auditory,1,Yes,81,100,84,No,Medium,26,9,4.555,Engineering,Electrical
S09024,20,Female,22,Reading/Writing,2,No,66,87,83,Yes,Medium,12,5,3.995,Engineering,Computer
S09025,27,Male,26,Kinesthetic,2,Yes,53,84,64,Yes,Low,28,10,3.535,Health Sciences,Pharmacy
S09026,22,Male,30,Auditory,1,No,84,99,50,Yes,Low,6,10,4.235,Business and Finance,Accountancy
S09027,20,Male,30,Reading/Writing,13,Yes,78,50,72,Yes,High,8,6,3.14,Engineering,Electrical
S09028,29,Female,24,Reading/Writing,15,No,54,75,90,Yes,Medium,30,8,3.585,Business and Finance,Accountancy
S09029,29,Male,45,Reading/Writing,8,Yes,87,40,68,Yes,Medium,12,6,2.985,Engineering,Electronic
S09030,28,Female,45,Visual,12,No,75,80,68,Yes,Low,23,7,3.805,Business and Finance,Entrepreneurship
S09031,25,Male,19,Auditory,12,Yes,63,91,68,No,High,12,7,3.9,Health Sciences,Public Health
S09032,19,Male,15,Kinesthetic,0,Yes,93,81,79,Yes,Medium,15,5,4.21,Health Sciences,Public Health
S09033,29,Female,19,Auditory,0,Yes,51,61,76,Yes,High,4,9,3.05,Business and Finance,Entrepreneurship
S09034,20,Female,9,Reading/Writing,9,Yes,96,91,94,No,Medium,4,10,4.655,Engineering,Mechanical
S09035,27,Female,20,Reading/Writing,20,No,82,45,64,No,High,28,10,2.995,Engineering,Electrical
S09036,18,Female,25,Reading/Writing,6,Yes,92,47,59,No,Medium,0,5,3.145,Business and Finance,Accountancy
S09037,19,Male,47,Visual,4,Yes,84,69,76,Yes,Low,28,8,3.745,Engineering,Mechanical
S09038,26,Male,45,Auditory,17,No,76,99,63,Yes,Low,20,5,4.245,Engineering,Computer
S09039,25,Male,48,Auditory,19,Yes,69,75,69,Yes,Medium,30,4,3.6,Health Sciences,Pharmacy
S09040,26,Male,32,Reading/Writing,14,Yes,61,70,62,No,Medium,3,6,3.285,Health Sciences,Medical Technology
S09041,23,Female,19,Visual,16,No,90,66,64,No,Low,15,9,3.64,Business and Finance,Entrepreneurship
S09042,20,Male,16,Kinesthetic,14,No,62,78,87,Yes,Medium,3,7,3.75,Health Sciences,Pharmacy
S09043,25,Female,23,Auditory,14,Yes,89,82,75,Yes,Medium,29,8,4.135,Engineering,Computer
S09044,23,Female,45,Auditory,1,Yes,89,78,51,Yes,Low,11,8,3.795,Business and Finance,Accountancy
S09045,28,Other,32,Auditory,9,Yes,82,90,76,Yes,Medium,3,7,4.24,Business and Finance,Entrepreneurship
S09046,18,Female,19,Auditory,5,Yes,91,83,99,No,High,22,4,4.43,Business and Finance,Accountancy
S09047,19,Male,9,Reading/Writing,6,Yes,74,90,50,Yes,Medium,9,7,3.86,Engineering,Computer
S09048,29,Female,36,Auditory,9,Yes,74,73,94,No,Medium,23,6,3.875,Business and Finance,Economics
S09049,22,Male,31,Reading/Writing,0,Yes,50,40,66,Yes,Low,4,7,2.41,Health Sciences,Medical Technology
,28,,,Reading/Writing,6,No,90,,80,,Low,2,9,2.15,Business and Finance,Business Administration
S09051,19,Female,39,Reading/Writing,4,No,100,42,62,Yes,High,22,7,3.17,Business and Finance,Business Administration
S09052,24,Female,9,Kinesthetic,7,Yes,66,43,84,Yes,Medium,30,8,2.905,Engineering,Electronic
S09053,29,Female,37,Kinesthetic,3,Yes,80,49,58,Yes,Medium,23,10,3.005,Business and Finance,Business Administration
S09054,20,Female,37,Reading/Writing,10,No,55,90,83,Yes,High,20,5,3.905,Engineering,Electronic
S09055,22,Female,36,Reading/Writing,7,No,56,55,71,No,Low,0,10,2.925,Engineering,Computer
S09056,22,Female,9,Visual,4,Yes,77,75,81,Yes,Medium,25,8,3.84,Health Sciences,Nursing
S09057,25,Female,31,Reading/Writing,0,No,84,62,87,Yes,Low,30,5,3.68,Business and Finance,Accountancy
S09058,20,Female,17,Reading/Writing,0,Yes,55,48,55,No,Medium,19,10,2.575,Health Sciences,Pharmacy
S09059,29,Female,9,Kinesthetic,16,Yes,65,44,86,No,Medium,11,4,2.935,Health Sciences,Medical Technology
S09060,21,Female,22,Reading/Writing,14,No,97,86,82,No,Medium,22,5,4.425,Engineering,Computer
S09061,28,Male,17,Reading/Writing,0,Yes,65,47,66,No,Medium,4,9,2.81,Health Sciences,Public Health
S09062,26,Male,29,Reading/Writing,10,No,71,44,76,No,Medium,12,4,2.925,Health Sciences,Medical Technology
S09063,19,Male,37,Reading/Writing,15,Yes,93,70,84,No,Medium,29,7,3.985,Business and Finance,Entrepreneurship
S09064,25,Male,30,Visual,14,Yes,69,59,54,No,Medium,12,6,3.05,Business and Finance,Economics
S09065,21,Male,27,Visual,5,Yes,51,91,61,No,High,0,8,3.65,Engineering,Mechanical
S09066,27,Female,14,Kinesthetic,11,Yes,73,58,87,No,High,3,6,3.415,Business and Finance,Entrepreneurship
S09067,29,Male,39,Reading/Writing,6,No,92,79,95,Yes,Medium,9,9,4.305,Business and Finance,Entrepreneurship
S09068,23,Female,40,Reading/Writing,18,No,57,53,55,Yes,Low,1,9,2.73,Engineering,Computer
S09069,23,Female,25,Reading/Writing,4,Yes,58,55,64,Yes,Low,10,6,2.885,Business and Finance,Business Administration
S09070,25,Female,48,Visual,1,Yes,98,55,85,Yes,Medium,20,8,3.695,Health Sciences,Pharmacy
S09071,20,Female,36,Visual,13,No,62,88,96,Yes,High,1,9,4.09,Business and Finance,Entrepreneurship
S09072,20,Male,18,Reading/Writing,5,No,66,85,69,No,High,8,4,3.805,Health Sciences,Pharmacy
S09073,18,Female,24,Kinesthetic,7,No,57,84,56,Yes,Low,23,6,3.515,Engineering,Computer
S09074,26,Female,48,Reading/Writing,20,No,53,84,99,No,Low,18,10,3.885,Business and Finance,Economics
S09075,19,Male,27,Visual,1,No,62,56,82,No,Low,12,6,3.15,Health Sciences,Public Health
S09076,23,Female,19,Reading/Writing,10,Yes,61,97,79,No,Medium,22,9,4.13,Business and Finance,Business Administration
S09077,21,Female,41,Reading/Writing,11,No,58,46,93,No,Medium,19,4,2.95,Business and Finance,Entrepreneurship
S09078,29,Female,14,Visual,3,Yes,93,48,97,Yes,Low,20,10,3.565,Business and Finance,Entrepreneurship
S09079,23,Female,21,Reading/Writing,3,No,84,89,72,No,Medium,1,9,4.205,Engineering,Electrical
S09080,27,Male,16,Visual,5,No,55,44,58,No,High,27,4,2.505,Engineering,Electrical
S09081,23,Female,10,Auditory,11,No,56,73,73,Yes,Medium,3,7,3.395,Engineering,Mechanical
S09082,24,Male,22,Kinesthetic,15,Yes,55,49,64,No,High,10,8,2.69,Health Sciences,Public Health
S09083,22,Male,41,Reading/Writing,20,No,52,95,71,No,Medium,19,6,3.865,Business and Finance,Accountancy
S09084,21,Male,44,Auditory,8,Yes,76,58,79,No,High,29,5,3.38,Business and Finance,Economics
S09085,19,Male,5,Auditory,16,Yes,88,51,83,Yes,Medium,29,10,3.425,Health Sciences,Pharmacy
S09086,25,Female,43,Visual,6,Yes,65,87,89,Yes,Low,14,8,4.04,Health Sciences,Public Health
S09087,26,Female,17,Kinesthetic,4,No,65,97,60,Yes,Medium,13,4,4,Engineering,Computer
S09088,23,Female,14,Auditory,18,Yes,51,96,64,Yes,Medium,20,6,3.805,Business and Finance,Business Administration
S09089,22,Female,9,Visual,20,No,100,65,81,No,Medium,28,10,3.935,Engineering,Electrical
S09090,29,Female,26,Kinesthetic,14,No,93,54,95,Yes,Medium,11,10,3.695,Health Sciences,Nursing
S09091,21,Male,6,Reading/Writing,17,Yes,83,75,61,Yes,Low,5,7,3.73,Engineering,Mechanical
S09092,21,Female,28,Kinesthetic,12,No,73,41,52,Yes,Low,8,8,2.64,Health Sciences,Nursing
S09093,18,Female,22,Reading/Writing,13,Yes,89,89,93,No,Medium,7,8,4.49,Business and Finance,Business Administration
S09094,27,Male,37,Auditory,19,Yes,71,54,55,Yes,Low,28,9,2.965,Health Sciences,Public Health
S09095,26,Male,20,Reading/Writing,5,Yes,97,78,88,No,Medium,9,10,4.285,Engineering,Electronic
S09096,23,Female,35,Visual,5,Yes,62,96,93,Yes,Medium,26,7,4.26,Business and Finance,Accountancy
S09097,18,Male,13,Kinesthetic,17,Yes,100,71,78,Yes,Low,12,8,4.055,Engineering,Mechanical
S09098,21,Female,31,Auditory,5,Yes,69,51,74,Yes,Medium,26,6,3.05,Business and Finance,Accountancy
S09099,24,Male,48,Visual,13,Yes,58,87,51,Yes,Medium,9,7,3.555,Health Sciences,Pharmacy
S09100,20,Male,28,Auditory,1,No,86,40,50,Yes,Low,17,6,2.79,Health Sciences,Medical Technology
S09101,,,,Kinesthetic,,,,,85,,,,,0.85,Business and Finance,Entrepreneurship
S09102,28,Male,19,Kinesthetic,6,No,71,99,84,Yes,Medium,16,4,4.38,Engineering,Electrical
S09103,25,Female,12,Reading/Writing,5,No,58,89,85,No,Medium,26,10,3.945,Business and Finance,Entrepreneurship
S09104,26,Male,29,Reading/Writing,7,Yes,83,64,69,Yes,Medium,6,6,3.535,Health Sciences,Pharmacy
S09105,29,Male,11,Visual,10,No,87,54,89,Yes,Medium,0,7,3.545,Engineering,Electronic
S09106,19,Female,45,Auditory,14,Yes,53,97,71,Yes,Medium,17,8,3.93,Health Sciences,Medical Technology
S09107,19,Male,12,Visual,0,Yes,71,43,57,Yes,Low,20,4,2.71,Engineering,Electronic
S09108,26,Male,36,Kinesthetic,13,Yes,79,60,87,Yes,Low,4,6,3.555,Engineering,Mechanical
S09109,21,Female,17,Reading/Writing,16,No,64,79,72,No,Medium,4,4,3.655,Business and Finance,Business Administration
S09110,28,Male,20,Kinesthetic,7,No,87,48,58,Yes,Medium,3,9,3.085,Health Sciences,Nursing
S09111,20,Other,45,Reading/Writing,16,No,94,47,86,No,Low,16,10,3.445,Business and Finance,Accountancy
S09112,27,Male,34,Reading/Writing,19,Yes,92,66,87,Yes,Low,28,6,3.9,Engineering,Electrical
S09113,27,Male,11,Reading/Writing,11,Yes,81,61,67,No,Medium,21,8,3.41,Business and Finance,Economics
S09114,22,Male,25,Visual,17,No,89,84,55,Yes,High,29,4,3.985,Engineering,Electrical
S09115,19,Female,49,Visual,11,Yes,85,90,75,Yes,Medium,9,8,4.275,Health Sciences,Pharmacy
S09116,25,Male,39,Visual,18,No,100,99,62,No,High,12,9,4.595,Business and Finance,Entrepreneurship
S09117,25,Female,42,Auditory,9,No,92,79,60,Yes,Low,3,6,3.955,Business and Finance,Accountancy
S09118,28,Female,22,Reading/Writing,12,Yes,53,65,100,Yes,High,28,9,3.42,Business and Finance,Business Administration
S09119,23,Female,43,Visual,15,Yes,83,87,92,Yes,Medium,21,6,4.34,Business and Finance,Accountancy
S09120,21,Male,14,Auditory,9,Yes,64,79,81,Yes,Medium,14,10,3.745,Business and Finance,Business Administration
S09121,28,Male,42,Auditory,0,No,76,58,75,Yes,High,29,9,3.34,Engineering,Electronic
S09122,24,Male,15,Visual,18,Yes,50,77,58,No,Low,12,7,3.255,Health Sciences,Nursing
S09123,22,Male,32,Auditory,9,Yes,51,43,54,No,High,27,6,2.38,Health Sciences,Public Health
,,,,,,,,,95,,,17,,0.95,Health Sciences,Public Health
S09125,24,Female,26,Auditory,15,Yes,99,50,73,No,Low,23,8,3.465,Health Sciences,Nursing
S09126,21,Male,18,Auditory,2,Yes,91,66,59,Yes,Low,28,6,3.605,Health Sciences,Pharmacy
S09127,20,Male,26,Kinesthetic,2,No,90,93,69,Yes,Low,1,5,4.365,Business and Finance,Accountancy
S09128,18,Female,26,Visual,16,Yes,76,90,51,Yes,Medium,4,9,3.9,Engineering,Mechanical
S09129,25,Other,46,Reading/Writing,15,Yes,98,85,85,Yes,Medium,7,7,4.445,Business and Finance,Accountancy
S09130,23,Female,7,Visual,6,Yes,78,51,63,Yes,Medium,4,4,3.075,Health Sciences,Medical Technology
S09131,18,Male,34,Kinesthetic,11,Yes,89,82,58,Yes,High,15,5,3.965,Health Sciences,Medical Technology
S09132,21,Female,47,Auditory,18,Yes,67,61,85,Yes,Medium,11,10,3.38,Engineering,Electronic
S09133,18,Female,48,Visual,16,Yes,80,63,97,Yes,Low,2,8,3.745,Business and Finance,Accountancy
S09134,28,Female,24,Auditory,14,No,71,47,87,Yes,Medium,14,8,3.11,Health Sciences,Nursing
S09135,19,Male,49,Reading/Writing,9,Yes,93,92,72,No,Medium,16,6,4.415,Business and Finance,Entrepreneurship
S09136,23,Male,30,Auditory,20,No,66,73,51,Yes,Medium,8,4,3.325,Health Sciences,Public Health
S09137,24,Male,6,Kinesthetic,19,No,55,92,63,No,Low,16,8,3.755,Business and Finance,Entrepreneurship
S09138,25,Male,26,Reading/Writing,6,Yes,76,43,85,Yes,Low,1,4,3.065,Health Sciences,Nursing
S09139,27,Female,27,Auditory,3,Yes,83,62,82,No,Medium,14,8,3.615,Business and Finance,Accountancy
S09140,20,Male,17,Visual,0,Yes,52,53,59,Yes,Low,10,9,2.695,Health Sciences,Pharmacy
S09141,18,Male,9,Auditory,8,Yes,57,50,59,Yes,Medium,22,5,2.695,Health Sciences,Medical Technology
S09142,29,Male,13,Reading/Writing,11,No,68,45,52,Yes,Medium,17,5,2.665,Health Sciences,Pharmacy
S09143,22,Female,17,Visual,11,No,77,49,84,Yes,Low,25,8,3.22,Health Sciences,Nursing
S09144,24,Male,25,Reading/Writing,12,Yes,90,41,61,No,High,4,9,2.985,Engineering,Computer
S09145,29,Male,9,Auditory,8,Yes,84,72,93,No,Medium,27,6,3.99,Engineering,Mechanical
S09146,27,Male,17,Visual,2,No,60,40,52,Yes,High,20,4,2.42,Health Sciences,Pharmacy
S09147,19,Male,11,Kinesthetic,12,Yes,51,89,93,Yes,Low,8,6,3.92,Health Sciences,Pharmacy
S09148,21,Female,44,Reading/Writing,16,No,91,82,63,No,Low,24,7,4.045,Engineering,Computer
S09149,27,Male,10,Kinesthetic,12,No,93,76,79,No,Medium,10,8,4.085,Engineering,Computer
S09150,19,Female,,,10,Yes,71,,,No,,,,1.065,Engineering,Electronic
S09151,20,Male,30,Visual,10,Yes,56,93,99,Yes,Medium,27,6,4.155,Health Sciences,Public Health
S09152,20,Male,49,Kinesthetic,18,No,56,48,52,Yes,Medium,7,6,2.56,Health Sciences,Pharmacy
S09153,23,Female,9,Kinesthetic,17,No,56,83,87,Yes,Medium,18,5,3.785,Engineering,Mechanical
S09154,21,Male,48,Visual,0,Yes,66,75,67,Yes,Medium,8,4,3.535,Health Sciences,Public Health
S09155,24,Male,47,Visual,12,No,97,76,54,No,High,23,9,3.895,Health Sciences,Pharmacy
S09156,24,Male,41,Auditory,20,Yes,65,53,81,Yes,Low,3,7,3.11,Business and Finance,Entrepreneurship
S09157,26,Female,29,Auditory,12,No,68,74,98,Yes,Medium,14,8,3.85,Health Sciences,Medical Technology
S09158,25,Female,49,Visual,9,Yes,51,81,51,Yes,Low,2,5,3.3,Business and Finance,Accountancy
S09159,26,Male,13,Auditory,2,No,50,54,67,Yes,Low,16,8,2.77,Engineering,Mechanical
S09160,27,Female,8,Auditory,11,Yes,60,96,82,Yes,Low,21,10,4.12,Engineering,Electrical
S09161,24,Female,22,Visual,7,Yes,51,89,53,No,Low,7,10,3.52,Health Sciences,Medical Technology
S09162,27,Male,13,Visual,6,No,72,92,55,No,Medium,3,4,3.93,Health Sciences,Pharmacy
S09163,26,Male,21,Kinesthetic,1,Yes,75,75,79,Yes,Medium,5,10,3.79,Health Sciences,Medical Technology
S09164,24,Female,33,Auditory,9,Yes,56,41,58,Yes,Medium,10,4,2.445,Health Sciences,Nursing
S09165,18,Female,21,Reading/Writing,8,Yes,56,63,60,Yes,Low,15,5,3.015,Business and Finance,Accountancy
S09166,26,Female,22,Kinesthetic,0,No,79,62,63,Yes,High,27,9,3.365,Engineering,Computer
S09167,28,Male,33,Visual,6,Yes,75,73,85,Yes,Medium,5,6,3.8,Engineering,Computer
