,Age,Gender,StudyHrs,Learning_Style,Courses_Comp,Discuss_Part,AssignRate,Exam_Score(%),AttendRate,TechUse,StressLevel,SocMediaHrs,SleepHrs,Equiv_Grade,College,Degree_Program
9429,23.0,Male,33.0,Visual,8.0,Yes,75.0,44.0,96.0,Yes,High,23.0,6.0,3.185,Business and Finance,Business Administration
9430,24.0,Female,42.0,Auditory,7.0,Yes,65.0,62.0,51.0,Yes,Medium,22.0,4.0,3.035,Business and Finance,Business Administration
9431,18.0,Male,25.0,Kinesthetic,4.0,No,80.0,48.0,99.0,No,Low,18.0,4.0,3.39,Business and Finance,Economics
9432,25.0,Female,9.0,Reading/Writing,2.0,No,77.0,84.0,67.0,No,Low,12.0,7.0,3.925,Business and Finance,Business Administration
9433,25.0,Male,49.0,Kinesthetic,19.0,No,80.0,58.0,62.0,Yes,Medium,24.0,7.0,3.27,Health Sciences,Medical Technology
9434,18.0,Male,26.0,Auditory,5.0,Yes,55.0,46.0,87.0,No,Medium,29.0,9.0,2.845,Business and Finance,Entrepreneurship
9435,19.0,Male,49.0,Kinesthetic,10.0,Yes,87.0,81.0,55.0,Yes,Medium,21.0,10.0,3.88,Health Sciences,Nursing
9436,22.0,Male,18.0,Kinesthetic,2.0,No,68.0,79.0,71.0,No,High,4.0,10.0,3.705,Health Sciences,Public Health
9437,20.0,Male,13.0,Kinesthetic,6.0,Yes,73.0,71.0,99.0,Yes,Low,30.0,6.0,3.86,Health Sciences,Public Health
9438,26.0,Other,44.0,Visual,19.0,Yes,79.0,89.0,70.0,Yes,Medium,0.0,10.0,4.11,Engineering,Computer
9439,25.0,Female,5.0,Auditory,3.0,Yes,89.0,55.0,94.0,No,Low,12.0,10.0,3.65,Health Sciences,Nursing
9440,18.0,Male,14.0,Reading/Writing,17.0,No,100.0,49.0,88.0,No,Medium,19.0,10.0,3.605,Engineering,Computer
9441,18.0,Female,37.0,Visual,7.0,Yes,51.0,85.0,76.0,Yes,Medium,29.0,5.0,3.65,Business and Finance,Business Administration
9442,20.0,Female,13.0,Kinesthetic,11.0,Yes,100.0,44.0,75.0,Yes,Medium,21.0,8.0,3.35,Health Sciences,Nursing
9443,25.0,Other,46.0,Auditory,11.0,Yes,85.0,91.0,96.0,No,Low,17.0,9.0,4.51,Health Sciences,Medical Technology
9444,18.0,Female,26.0,Reading/Writing,15.0,No,73.0,68.0,51.0,Yes,High,1.0,6.0,3.305,Health Sciences,Pharmacy
9446,26.0,Female,21.0,Kinesthetic,4.0,Yes,86.0,91.0,91.0,Yes,Medium,7.0,7.0,4.475,Health Sciences,Nursing
9447,21.0,Female,42.0,Visual,11.0,No,79.0,65.0,94.0,No,Medium,8.0,5.0,3.75,Engineering,Mechanical
9448,18.0,Male,19.0,Auditory,20.0,Yes,68.0,43.0,94.0,Yes,Medium,29.0,8.0,3.035,Business and Finance,Business Administration
9449,27.0,Female,23.0,Auditory,17.0,Yes,67.0,68.0,78.0,Yes,Medium,5.0,6.0,3.485,Health Sciences,Pharmacy
9450,26.0,Female,47.0,Kinesthetic,20.0,No,100.0,72.0,69.0,No,High,7.0,5.0,3.99,Health Sciences,Public Health
9451,19.0,Female,26.0,Auditory,0.0,Yes,100.0,63.0,67.0,Yes,Medium,6.0,8.0,3.745,Business and Finance,Accountancy
9452,23.0,Male,49.0,Visual,14.0,Yes,70.0,63.0,53.0,No,Medium,0.0,10.0,3.155,Health Sciences,Nursing
9453,19.0,Female,21.0,Reading/Writing,4.0,Yes,93.0,95.0,91.0,Yes,Low,11.0,7.0,4.68,Business and Finance,Business Administration
9454,25.0,Male,43.0,Kinesthetic,11.0,No,74.0,54.0,50.0,Yes,Medium,2.0,10.0,2.96,Health Sciences,Nursing
9455,25.0,Male,24.0,Kinesthetic,12.0,Yes,64.0,82.0,71.0,Yes,Low,18.0,10.0,3.72,Health Sciences,Nursing
9456,19.0,Female,15.0,Kinesthetic,7.0,No,75.0,49.0,53.0,Yes,Medium,5.0,9.0,2.88,Business and Finance,Accountancy
9457,23.0,Male,40.0,Visual,2.0,No,84.0,62.0,81.0,No,Low,7.0,10.0,3.62,Engineering,Computer
9458,26.0,Other,34.0,Visual,2.0,No,85.0,74.0,64.0,Yes,Low,12.0,10.0,3.765,Health Sciences,Public Health
9459,21.0,Male,42.0,Reading/Writing,0.0,No,99.0,51.0,61.0,Yes,Medium,17.0,10.0,3.37,Business and Finance,Accountancy
9460,20.0,Male,7.0,Kinesthetic,13.0,No,56.0,84.0,55.0,Yes,Low,27.0,7.0,3.49,Health Sciences,Nursing
9461,28.0,Female,39.0,Visual,9.0,Yes,75.0,64.0,59.0,Yes,High,4.0,8.0,3.315,Health Sciences,Medical Technology
9462,22.0,Male,16.0,Reading/Writing,12.0,No,99.0,55.0,52.0,Yes,Medium,27.0,4.0,3.38,Engineering,Computer
9463,22.0,Female,47.0,Reading/Writing,17.0,Yes,62.0,90.0,69.0,Yes,High,20.0,6.0,3.87,Business and Finance,Business Administration
9464,27.0,Male,34.0,Auditory,17.0,No,53.0,99.0,92.0,Yes,Medium,21.0,9.0,4.19,Business and Finance,Economics
9465,25.0,Female,38.0,Kinesthetic,15.0,No,76.0,71.0,96.0,Yes,Low,18.0,4.0,3.875,Health Sciences,Pharmacy
9466,19.0,Male,21.0,Reading/Writing,12.0,Yes,91.0,68.0,74.0,Yes,Medium,20.0,6.0,3.805,Engineering,Computer
9467,18.0,Female,34.0,Visual,15.0,Yes,96.0,68.0,69.0,Yes,Low,26.0,9.0,3.83,Engineering,Computer
9468,23.0,Male,22.0,Visual,6.0,Yes,98.0,53.0,55.0,No,Medium,5.0,8.0,3.345,Engineering,Electrical
9469,22.0,Female,41.0,Auditory,9.0,Yes,84.0,52.0,82.0,No,High,12.0,10.0,3.38,Engineering,Electrical
9470,27.0,Female,41.0,Kinesthetic,0.0,Yes,96.0,96.0,56.0,Yes,Low,8.0,10.0,4.4,Health Sciences,Nursing
9471,27.0,Female,26.0,Auditory,20.0,Yes,82.0,75.0,56.0,Yes,Medium,17.0,9.0,3.665,Engineering,Computer
9472,29.0,Male,20.0,Auditory,7.0,Yes,73.0,62.0,88.0,Yes,Low,30.0,10.0,3.525,Health Sciences,Nursing
9473,21.0,Male,43.0,Auditory,8.0,Yes,84.0,68.0,90.0,Yes,Medium,26.0,5.0,3.86,Health Sciences,Medical Technology
9474,24.0,Female,46.0,Visual,4.0,Yes,95.0,71.0,98.0,Yes,Medium,26.0,5.0,4.18,Business and Finance,Accountancy
9475,23.0,Female,10.0,Auditory,1.0,Yes,62.0,40.0,64.0,No,Medium,14.0,9.0,2.57,Business and Finance,Business Administration
9476,22.0,Male,45.0,Auditory,12.0,Yes,71.0,84.0,63.0,Yes,Medium,15.0,10.0,3.795,Business and Finance,Accountancy
9477,28.0,Female,39.0,Auditory,5.0,Yes,80.0,47.0,55.0,No,Medium,4.0,6.0,2.925,Engineering,Computer
9478,23.0,Male,19.0,Visual,5.0,No,58.0,56.0,94.0,Yes,Medium,29.0,9.0,3.21,Engineering,Computer
9479,27.0,Male,44.0,Auditory,5.0,Yes,98.0,70.0,97.0,Yes,Medium,23.0,8.0,4.19,Health Sciences,Pharmacy
9480,23.0,Male,11.0,Reading/Writing,5.0,No,76.0,99.0,62.0,Yes,Medium,28.0,7.0,4.235,Business and Finance,Entrepreneurship
9481,22.0,Male,20.0,Visual,5.0,Yes,54.0,41.0,85.0,Yes,Low,1.0,4.0,2.685,Business and Finance,Business Administration
9482,21.0,Male,39.0,Reading/Writing,15.0,Yes,92.0,76.0,99.0,Yes,Medium,6.0,4.0,4.27,Business and Finance,Business Administration
9483,21.0,Male,33.0,Auditory,13.0,No,78.0,98.0,88.0,Yes,Low,16.0,10.0,4.5,Health Sciences,Medical Technology
9484,19.0,Female,35.0,Reading/Writing,19.0,No,71.0,66.0,64.0,Yes,Medium,26.0,5.0,3.355,Health Sciences,Pharmacy
9486,23.0,Female,28.0,Auditory,6.0,No,61.0,59.0,92.0,Yes,High,20.0,10.0,3.31,Health Sciences,Pharmacy
9487,21.0,Female,16.0,Auditory,7.0,Yes,99.0,81.0,53.0,Yes,Medium,25.0,5.0,4.04,Engineering,Mechanical
9488,25.0,Male,9.0,Visual,13.0,No,73.0,46.0,82.0,Yes,Medium,28.0,10.0,3.065,Business and Finance,Accountancy
9489,28.0,Male,48.0,Visual,0.0,Yes,54.0,70.0,55.0,Yes,Low,27.0,9.0,3.11,Business and Finance,Accountancy
9490,19.0,Male,20.0,Auditory,7.0,Yes,98.0,66.0,54.0,No,Medium,8.0,4.0,3.66,Engineering,Electrical
9491,19.0,Female,46.0,Visual,16.0,Yes,98.0,69.0,66.0,No,Medium,19.0,5.0,3.855,Business and Finance,Accountancy
9492,27.0,Female,38.0,Kinesthetic,13.0,Yes,66.0,75.0,82.0,Yes,High,11.0,9.0,3.685,Health Sciences,Nursing
9493,28.0,Male,44.0,Kinesthetic,17.0,Yes,51.0,42.0,94.0,Yes,Medium,12.0,10.0,2.755,Business and Finance,Accountancy
9494,23.0,Male,27.0,Visual,10.0,Yes,52.0,92.0,71.0,No,High,6.0,10.0,3.79,Business and Finance,Entrepreneurship
9495,28.0,Female,18.0,Auditory,20.0,Yes,52.0,63.0,75.0,No,Low,21.0,7.0,3.105,Business and Finance,Accountancy
9496,27.0,Male,44.0,Reading/Writing,5.0,No,89.0,50.0,67.0,No,Medium,14.0,10.0,3.255,Health Sciences,Pharmacy
9497,29.0,Male,26.0,Reading/Writing,17.0,Yes,70.0,91.0,76.0,Yes,Medium,6.0,9.0,4.085,Engineering,Electronic
9498,19.0,Female,15.0,Auditory,13.0,Yes,67.0,40.0,74.0,Yes,Medium,28.0,10.0,2.745,Engineering,Mechanical
9499,21.0,Female,24.0,Auditory,11.0,Yes,84.0,42.0,64.0,No,Medium,20.0,8.0,2.95,Engineering,Computer
9500,19.0,Female,14.0,Auditory,16.0,Yes,73.0,97.0,70.0,Yes,High,2.0,4.0,4.22,Business and Finance,Business Administration
9501,22.0,Male,24.0,Visual,7.0,Yes,63.0,55.0,63.0,Yes,Medium,9.0,9.0,2.95,Engineering,Computer
9502,18.0,Female,33.0,Auditory,17.0,Yes,67.0,60.0,59.0,Yes,Medium,4.0,6.0,3.095,Engineering,Electrical
9503,24.0,Female,46.0,Kinesthetic,19.0,Yes,80.0,43.0,98.0,No,High,24.0,4.0,3.255,Health Sciences,Medical Technology
9504,26.0,Male,15.0,Kinesthetic,4.0,Yes,73.0,88.0,52.0,Yes,Medium,12.0,4.0,3.815,Business and Finance,Economics
9505,20.0,Female,32.0,Reading/Writing,5.0,No,82.0,49.0,56.0,Yes,Medium,4.0,7.0,3.015,Health Sciences,Pharmacy
9506,26.0,Female,38.0,Auditory,16.0,Yes,79.0,52.0,71.0,No,Medium,27.0,8.0,3.195,Business and Finance,Accountancy
9507,19.0,Male,17.0,Visual,10.0,Yes,96.0,99.0,95.0,Yes,Medium,28.0,5.0,4.865,Health Sciences,Medical Technology
9508,29.0,Male,11.0,Reading/Writing,20.0,Yes,96.0,64.0,72.0,Yes,Medium,12.0,4.0,3.76,Health Sciences,Public Health
9509,23.0,Male,19.0,Kinesthetic,17.0,Yes,65.0,96.0,97.0,No,Medium,5.0,6.0,4.345,Business and Finance,Accountancy
9510,25.0,Male,30.0,Kinesthetic,0.0,No,100.0,93.0,54.0,Yes,Medium,26.0,10.0,4.365,Engineering,Computer
9511,25.0,Female,24.0,Auditory,1.0,No,62.0,67.0,97.0,Yes,Low,12.0,9.0,3.575,Business and Finance,Entrepreneurship
9512,23.0,Male,6.0,Visual,11.0,Yes,99.0,64.0,82.0,Yes,Low,30.0,10.0,3.905,Health Sciences,Medical Technology
9513,22.0,Female,15.0,Auditory,10.0,Yes,98.0,81.0,54.0,Yes,Medium,26.0,8.0,4.035,Engineering,Computer
9514,23.0,Female,12.0,Reading/Writing,5.0,No,50.0,43.0,90.0,Yes,High,3.0,5.0,2.725,Health Sciences,Medical Technology
9515,28.0,Female,48.0,Visual,6.0,No,90.0,49.0,88.0,No,Medium,20.0,7.0,3.455,Health Sciences,Public Health
9516,25.0,Female,30.0,Kinesthetic,8.0,No,76.0,97.0,54.0,Yes,Low,19.0,6.0,4.105,Engineering,Computer
9517,25.0,Female,16.0,Kinesthetic,3.0,Yes,68.0,66.0,76.0,Yes,Medium,9.0,7.0,3.43,Health Sciences,Public Health
9518,19.0,Male,30.0,Auditory,15.0,Yes,78.0,51.0,60.0,Yes,Medium,25.0,6.0,3.045,Engineering,Computer
9519,29.0,Other,11.0,Auditory,13.0,Yes,70.0,54.0,66.0,Yes,Low,29.0,10.0,3.06,Business and Finance,Accountancy
9520,28.0,Female,10.0,Visual,12.0,Yes,99.0,68.0,67.0,Yes,Low,20.0,7.0,3.855,Health Sciences,Pharmacy
9521,23.0,Female,42.0,Kinesthetic,3.0,Yes,64.0,56.0,63.0,Yes,Medium,15.0,5.0,2.99,Health Sciences,Pharmacy
9522,23.0,Female,15.0,Auditory,0.0,No,51.0,82.0,69.0,Yes,Medium,15.0,7.0,3.505,Health Sciences,Nursing
9523,23.0,Male,36.0,Reading/Writing,3.0,No,94.0,76.0,69.0,Yes,Low,26.0,4.0,4.0,Business and Finance,Business Administration
9524,18.0,Male,7.0,Kinesthetic,20.0,Yes,60.0,75.0,82.0,Yes,Medium,8.0,8.0,3.595,Engineering,Electrical
9525,20.0,Female,8.0,Visual,6.0,Yes,59.0,91.0,99.0,No,High,12.0,10.0,4.15,Health Sciences,Nursing
9526,22.0,Male,10.0,Reading/Writing,13.0,No,83.0,100.0,76.0,No,Medium,12.0,5.0,4.505,Business and Finance,Economics
9527,28.0,Male,6.0,Visual,18.0,Yes,85.0,56.0,73.0,Yes,Low,29.0,10.0,3.405,Health Sciences,Public Health
9528,29.0,Female,13.0,Visual,17.0,No,70.0,54.0,72.0,Yes,Medium,20.0,8.0,3.12,Health Sciences,Nursing
9529,29.0,Male,37.0,Auditory,1.0,No,81.0,81.0,85.0,Yes,Medium,0.0,8.0,4.09,Business and Finance,Business Administration
9530,23.0,Female,13.0,Visual,9.0,No,91.0,78.0,77.0,No,Medium,30.0,6.0,4.085,Business and Finance,Accountancy
9531,21.0,Male,48.0,Kinesthetic,17.0,Yes,55.0,98.0,87.0,Yes,High,8.0,4.0,4.145,Business and Finance,Business Administration
9532,21.0,Female,18.0,Kinesthetic,8.0,No,52.0,48.0,74.0,Yes,Low,23.0,7.0,2.72,Health Sciences,Medical Technology
9533,25.0,Male,31.0,Reading/Writing,6.0,Yes,88.0,98.0,88.0,Yes,Low,2.0,4.0,4.65,Health Sciences,Nursing
9534,27.0,Female,46.0,Auditory,11.0,Yes,96.0,76.0,60.0,Yes,Medium,26.0,7.0,3.94,Health Sciences,Nursing
9535,21.0,Female,11.0,Reading/Writing,13.0,No,81.0,55.0,76.0,Yes,Low,16.0,8.0,3.35,Health Sciences,Nursing
9536,21.0,Female,42.0,Kinesthetic,20.0,No,87.0,77.0,95.0,Yes,Medium,8.0,4.0,4.18,Business and Finance,Economics
9537,28.0,Female,11.0,Visual,8.0,No,72.0,84.0,61.0,Yes,Medium,12.0,6.0,3.79,Health Sciences,Medical Technology
9538,19.0,Male,30.0,Visual,11.0,Yes,61.0,100.0,50.0,Yes,Low,13.0,10.0,3.915,Health Sciences,Public Health
9539,21.0,Female,28.0,Auditory,14.0,Yes,100.0,72.0,62.0,Yes,Medium,14.0,9.0,3.92,Health Sciences,Pharmacy
9540,29.0,Male,7.0,Reading/Writing,11.0,No,97.0,70.0,50.0,No,High,24.0,5.0,3.705,Business and Finance,Entrepreneurship
9541,19.0,Male,37.0,Visual,18.0,Yes,88.0,99.0,62.0,No,Medium,28.0,7.0,4.415,Health Sciences,Public Health
9542,24.0,Male,20.0,Visual,20.0,Yes,87.0,55.0,64.0,Yes,High,1.0,9.0,3.32,Business and Finance,Entrepreneurship
9543,25.0,Male,24.0,Visual,17.0,No,64.0,62.0,81.0,Yes,High,1.0,5.0,3.32,Engineering,Electrical
9544,19.0,Male,32.0,Reading/Writing,9.0,No,75.0,64.0,56.0,No,Low,6.0,8.0,3.285,Health Sciences,Pharmacy
9545,28.0,Female,40.0,Kinesthetic,3.0,Yes,59.0,71.0,53.0,No,Low,13.0,5.0,3.19,Engineering,Mechanical
9546,24.0,Male,9.0,Auditory,2.0,Yes,61.0,50.0,92.0,No,Medium,3.0,9.0,3.085,Engineering,Electronic
9547,25.0,Male,27.0,Reading/Writing,7.0,No,89.0,94.0,81.0,Yes,High,23.0,4.0,4.495,Business and Finance,Entrepreneurship
9548,25.0,Female,48.0,Visual,12.0,Yes,94.0,78.0,90.0,Yes,Medium,18.0,8.0,4.26,Health Sciences,Pharmacy
9549,27.0,Male,36.0,Auditory,7.0,Yes,74.0,65.0,99.0,Yes,Medium,25.0,8.0,3.725,Business and Finance,Entrepreneurship
9550,27.0,Male,25.0,Reading/Writing,11.0,Yes,78.0,54.0,68.0,Yes,High,11.0,6.0,3.2,Engineering,Electrical
9551,18.0,Male,38.0,Reading/Writing,4.0,No,78.0,63.0,94.0,No,Medium,7.0,10.0,3.685,Engineering,Mechanical
9552,25.0,Female,41.0,Visual,4.0,Yes,77.0,54.0,80.0,Yes,Low,10.0,6.0,3.305,Health Sciences,Nursing
9553,24.0,Male,19.0,Kinesthetic,19.0,Yes,59.0,94.0,52.0,No,Low,26.0,7.0,3.755,Health Sciences,Nursing
9554,22.0,Female,23.0,Reading/Writing,13.0,No,52.0,67.0,84.0,Yes,Low,14.0,6.0,3.295,Health Sciences,Nursing
9555,28.0,Female,37.0,Reading/Writing,12.0,No,91.0,63.0,82.0,No,Medium,18.0,10.0,3.76,Business and Finance,Economics
9556,23.0,Male,22.0,Kinesthetic,15.0,Yes,72.0,88.0,89.0,Yes,Medium,3.0,9.0,4.17,Business and Finance,Entrepreneurship
9557,20.0,Female,41.0,Reading/Writing,17.0,No,53.0,99.0,67.0,Yes,Medium,24.0,4.0,3.94,Health Sciences,Medical Technology
9558,22.0,Male,19.0,Auditory,1.0,Yes,69.0,42.0,73.0,Yes,Medium,0.0,7.0,2.815,Health Sciences,Medical Technology
9559,29.0,Male,7.0,Kinesthetic,8.0,Yes,66.0,73.0,100.0,Yes,Medium,16.0,5.0,3.815,Business and Finance,Entrepreneurship
9560,18.0,Female,37.0,Auditory,1.0,No,93.0,41.0,50.0,No,Medium,3.0,10.0,2.92,Business and Finance,Economics
9561,22.0,Female,34.0,Reading/Writing,12.0,Yes,81.0,88.0,62.0,No,Medium,25.0,5.0,4.035,Health Sciences,Nursing
9562,26.0,Male,46.0,Reading/Writing,14.0,Yes,56.0,64.0,50.0,No,High,22.0,10.0,2.94,Business and Finance,Economics
9563,26.0,Female,19.0,Reading/Writing,3.0,No,86.0,94.0,92.0,Yes,Medium,13.0,10.0,4.56,Engineering,Mechanical
9564,25.0,Other,42.0,Visual,7.0,Yes,98.0,56.0,64.0,Yes,Medium,2.0,8.0,3.51,Business and Finance,Business Administration
9565,27.0,Female,24.0,Kinesthetic,10.0,Yes,59.0,40.0,82.0,Yes,Low,21.0,7.0,2.705,Health Sciences,Nursing
9566,28.0,Female,33.0,Visual,13.0,Yes,61.0,78.0,57.0,No,Medium,1.0,5.0,3.435,Health Sciences,Public Health
9567,19.0,Male,12.0,Kinesthetic,10.0,Yes,58.0,55.0,53.0,No,Low,30.0,10.0,2.775,Business and Finance,Accountancy
9568,28.0,Female,43.0,Visual,19.0,Yes,91.0,92.0,98.0,Yes,Medium,10.0,5.0,4.645,Health Sciences,Public Health
9569,23.0,Male,7.0,Kinesthetic,12.0,Yes,70.0,84.0,50.0,No,High,28.0,7.0,3.65,Health Sciences,Pharmacy
9570,28.0,Female,33.0,Kinesthetic,19.0,Yes,86.0,42.0,97.0,No,Low,10.0,4.0,3.31,Health Sciences,Pharmacy
9571,27.0,Male,42.0,Kinesthetic,6.0,Yes,58.0,55.0,59.0,No,High,12.0,5.0,2.835,Business and Finance,Economics
9572,26.0,Female,40.0,Auditory,12.0,Yes,75.0,62.0,96.0,No,Low,1.0,6.0,3.635,Business and Finance,Accountancy
9573,28.0,Female,41.0,Kinesthetic,10.0,Yes,79.0,72.0,90.0,No,Medium,24.0,8.0,3.885,Business and Finance,Business Administration
9574,29.0,Male,42.0,Kinesthetic,18.0,Yes,57.0,73.0,50.0,No,Medium,28.0,6.0,3.18,Engineering,Mechanical
9575,23.0,Male,37.0,Kinesthetic,8.0,No,76.0,64.0,66.0,Yes,Medium,5.0,9.0,3.4,Business and Finance,Business Administration
9576,23.0,Female,33.0,Kinesthetic,11.0,No,52.0,73.0,75.0,Yes,Medium,28.0,7.0,3.355,Health Sciences,Medical Technology
9577,23.0,Female,10.0,Kinesthetic,14.0,Yes,78.0,52.0,94.0,Yes,Low,8.0,9.0,3.41,Business and Finance,Accountancy
9578,25.0,Female,47.0,Kinesthetic,0.0,Yes,56.0,89.0,57.0,No,Low,3.0,4.0,3.635,Engineering,Electronic
9579,26.0,Male,31.0,Auditory,6.0,Yes,73.0,63.0,52.0,Yes,Low,14.0,6.0,3.19,Health Sciences,Public Health
9580,18.0,Male,43.0,Reading/Writing,2.0,No,72.0,75.0,91.0,Yes,Low,4.0,6.0,3.865,Health Sciences,Nursing
9581,23.0,Female,35.0,Kinesthetic,15.0,Yes,68.0,91.0,81.0,No,Low,24.0,7.0,4.105,Engineering,Computer
9582,26.0,Male,38.0,Auditory,2.0,Yes,74.0,88.0,80.0,Yes,Low,21.0,4.0,4.11,Health Sciences,Public Health
9583,23.0,Female,43.0,Visual,3.0,No,89.0,60.0,73.0,Yes,Medium,20.0,4.0,3.565,Business and Finance,Economics
9584,29.0,Male,36.0,Visual,14.0,No,64.0,82.0,60.0,No,High,6.0,5.0,3.61,Business and Finance,Accountancy
9585,19.0,Male,38.0,Kinesthetic,17.0,No,79.0,40.0,97.0,Yes,High,14.0,7.0,3.155,Health Sciences,Nursing
9586,27.0,Male,21.0,Auditory,6.0,Yes,51.0,57.0,88.0,Yes,Low,27.0,9.0,3.07,Business and Finance,Entrepreneurship
9587,19.0,Female,30.0,Reading/Writing,7.0,Yes,53.0,52.0,85.0,No,Medium,9.0,7.0,2.945,Engineering,Electrical
9588,22.0,Female,25.0,Visual,11.0,Yes,70.0,85.0,77.0,Yes,Low,7.0,10.0,3.945,Health Sciences,Nursing
9589,23.0,Other,12.0,Auditory,8.0,Yes,56.0,85.0,99.0,Yes,High,0.0,10.0,3.955,Health Sciences,Nursing
9590,29.0,Female,31.0,Kinesthetic,11.0,Yes,65.0,71.0,51.0,No,Medium,0.0,8.0,3.26,Business and Finance,Economics
9591,26.0,Female,30.0,Visual,4.0,Yes,55.0,51.0,89.0,Yes,High,27.0,7.0,2.99,Engineering,Electrical
9592,20.0,Female,23.0,Kinesthetic,3.0,No,77.0,69.0,68.0,No,Low,27.0,4.0,3.56,Business and Finance,Entrepreneurship
9593,21.0,Male,29.0,Kinesthetic,7.0,Yes,90.0,49.0,88.0,Yes,Medium,24.0,8.0,3.455,Business and Finance,Economics
9594,20.0,Male,10.0,Auditory,8.0,Yes,81.0,42.0,98.0,No,Medium,30.0,4.0,3.245,Business and Finance,Accountancy
9595,22.0,Female,33.0,Auditory,9.0,Yes,84.0,100.0,57.0,Yes,Medium,28.0,5.0,4.33,Health Sciences,Public Health
9596,27.0,Male,31.0,Visual,1.0,Yes,53.0,73.0,51.0,Yes,Low,28.0,6.0,3.13,Health Sciences,Nursing
9597,23.0,Female,32.0,Reading/Writing,4.0,Yes,55.0,57.0,66.0,Yes,Medium,28.0,9.0,2.91,Health Sciences,Pharmacy
9598,22.0,Female,23.0,Reading/Writing,1.0,Yes,81.0,53.0,87.0,Yes,Medium,29.0,5.0,3.41,Health Sciences,Nursing
9599,18.0,Male,25.0,Visual,9.0,Yes,51.0,51.0,86.0,Yes,Medium,9.0,6.0,2.9,Business and Finance,Entrepreneurship
9600,18.0,Male,47.0,Kinesthetic,1.0,No,92.0,70.0,62.0,Yes,Low,10.0,5.0,3.75,Engineering,Computer
9601,19.0,Female,6.0,Reading/Writing,9.0,No,88.0,81.0,94.0,Yes,Low,4.0,7.0,4.285,Business and Finance,Business Administration
9602,26.0,Male,23.0,Kinesthetic,4.0,No,67.0,90.0,87.0,Yes,Low,11.0,10.0,4.125,Business and Finance,Business Administration
9603,20.0,Female,19.0,Reading/Writing,20.0,Yes,86.0,90.0,75.0,No,High,22.0,5.0,4.29,Business and Finance,Business Administration
9604,29.0,Female,36.0,Kinesthetic,2.0,Yes,58.0,98.0,76.0,No,High,15.0,4.0,4.08,Health Sciences,Public Health
9605,24.0,Male,46.0,Kinesthetic,17.0,No,95.0,53.0,62.0,Yes,Medium,18.0,7.0,3.37,Health Sciences,Nursing
9606,21.0,Male,28.0,Visual,17.0,Yes,91.0,59.0,72.0,Yes,High,22.0,8.0,3.56,Health Sciences,Pharmacy
9607,26.0,Male,6.0,Auditory,1.0,No,57.0,66.0,86.0,Yes,Medium,18.0,9.0,3.365,Business and Finance,Business Administration
9608,21.0,Female,49.0,Kinesthetic,7.0,Yes,98.0,71.0,53.0,No,High,12.0,10.0,3.775,Health Sciences,Medical Technology
9609,19.0,Female,20.0,Auditory,15.0,Yes,76.0,89.0,60.0,Yes,Low,19.0,4.0,3.965,Business and Finance,Accountancy
9610,26.0,Female,36.0,Visual,18.0,Yes,63.0,95.0,64.0,No,High,7.0,4.0,3.96,Engineering,Mechanical
9611,25.0,Male,23.0,Auditory,17.0,No,53.0,46.0,72.0,No,Low,6.0,4.0,2.665,Business and Finance,Economics
9612,27.0,Female,44.0,Reading/Writing,17.0,No,57.0,79.0,92.0,Yes,Low,5.0,7.0,3.75,Business and Finance,Business Administration
9613,20.0,Male,36.0,Visual,18.0,Yes,100.0,90.0,100.0,Yes,Medium,0.0,9.0,4.75,Business and Finance,Accountancy
9614,26.0,Female,6.0,Reading/Writing,4.0,No,56.0,50.0,78.0,No,Low,12.0,9.0,2.87,Business and Finance,Entrepreneurship
9615,24.0,Male,28.0,Reading/Writing,7.0,Yes,100.0,44.0,84.0,Yes,Medium,14.0,4.0,3.44,Business and Finance,Economics
9616,25.0,Female,25.0,Reading/Writing,9.0,No,55.0,93.0,99.0,Yes,High,8.0,6.0,4.14,Health Sciences,Public Health
9617,20.0,Female,35.0,Reading/Writing,2.0,Yes,100.0,68.0,70.0,Yes,Medium,26.0,4.0,3.9,Health Sciences,Medical Technology
9618,26.0,Male,20.0,Auditory,20.0,No,90.0,96.0,75.0,Yes,Low,24.0,7.0,4.5,Health Sciences,Public Health
9619,23.0,Female,10.0,Reading/Writing,17.0,Yes,76.0,73.0,93.0,Yes,Medium,22.0,9.0,3.895,Business and Finance,Business Administration
9620,23.0,Female,23.0,Kinesthetic,17.0,Yes,51.0,42.0,79.0,Yes,Low,23.0,10.0,2.605,Engineering,Computer
9621,23.0,Female,10.0,Reading/Writing,19.0,No,52.0,84.0,53.0,Yes,Medium,20.0,5.0,3.41,Engineering,Electrical
9622,19.0,Male,18.0,Reading/Writing,11.0,Yes,74.0,78.0,51.0,Yes,Medium,20.0,9.0,3.57,Engineering,Electrical
9623,20.0,Female,36.0,Kinesthetic,4.0,Yes,59.0,40.0,57.0,Yes,Low,0.0,5.0,2.455,Engineering,Electronic
9624,28.0,Male,16.0,Reading/Writing,7.0,Yes,99.0,75.0,71.0,Yes,Medium,21.0,6.0,4.07,Health Sciences,Pharmacy
9625,19.0,Female,30.0,Auditory,10.0,No,65.0,87.0,73.0,Yes,Medium,23.0,7.0,3.88,Health Sciences,Nursing
9626,20.0,Female,24.0,Visual,10.0,No,69.0,47.0,54.0,Yes,Medium,2.0,5.0,2.75,Health Sciences,Nursing
